miRNA,Target gene,Gene id,PMID,Source,RadiationDB_target gene_annotation
hsa-miR-214-3p,ATF4,468,23223004,miRTarBase,Experiment
hsa-miR-214-3p,BCL2L2,599,23337879,miRTarBase,-
hsa-miR-214-3p,ARL2,402,25621032,miRTarBase,-
hsa-miR-214-3p,SRGAP2,23380,21276775,miRTarBase,-
hsa-miR-214-3p,PSMD10,5716,23100276,miRTarBase,-
hsa-miR-214-3p,ASF1B,55723,23100276,miRTarBase,Prediction
hsa-miR-214-3p,MAPK1,5594,22929890,miRTarBase,Prediction
hsa-miR-214-3p,JAG1,182,22336710,miRTarBase,Prediction
hsa-miR-214-3p,CCL5,6352,23171795,miRTarBase,-
hsa-miR-214-3p,UBE2I,7329,23187003,miRTarBase,-
hsa-miR-214-3p,HDGF,3068,22613005,miRTarBase,Experiment
hsa-miR-214-3p,FGFR1,2260,24616020//23962428,miRTarBase,Experiment
hsa-miR-214-3p,NRAS,4893,24811402,miRTarBase,-
hsa-miR-214-3p,BCL2L11,10018,24465927,miRTarBase,Experiment
hsa-miR-214-3p,PIM1,5292,26820394,miRTarBase,Experiment
hsa-miR-214-3p,BIRC5,332,26234674,miRTarBase,Experiment
hsa-miR-214-3p,CDK6,1021,23929716,miRTarBase,Experiment
hsa-miR-214-3p,LTF,4057,23479198,miRTarBase,Experiment
hsa-miR-214-3p,RAB15,376267,24386085,miRTarBase,Prediction
hsa-miR-214-3p,POR,5447,23905773,miRTarBase,-
hsa-miR-214-3p,GSR,2936,23905773,miRTarBase,-
hsa-miR-214-3p,BAX,581,23408966,miRTarBase,Experiment
hsa-miR-214-3p,CD274,29126,24577056,miRTarBase,Experiment
hsa-miR-214-3p,ALPK2,115701,23929716,miRTarBase,-
hsa-miR-214-3p,PAPPA,5069,23929716,miRTarBase,-
hsa-miR-214-3p,LZTS1,11178,24802407,miRTarBase,-
hsa-miR-214-3p,CADM1,23705,23301758,miRTarBase,-
hsa-miR-214-3p,MEF2C,4208,27796324,miRTarBase,-
hsa-miR-214-3p,SEMA4D,10507,26718213,miRTarBase,-
hsa-miR-214-3p,SUFU,51684,26462018,miRTarBase,-
hsa-miR-214-3p,CPD,1362,27494742,miRTarBase,-
hsa-miR-215-5p,WNK1,65125,20813867,miRTarBase,-
hsa-miR-215-5p,ACVR2B,93,22431721,miRTarBase,Prediction
hsa-miR-215-5p,CTNNBIP1,56998,23554908,miRTarBase,-
hsa-miR-215-5p,ALCAM,214,21119604,miRTarBase,Experiment
hsa-miR-215-5p,RB1,5925,23981575,miRTarBase,-
hsa-miR-215-5p,XIAP,331,25444916,miRTarBase,Experiment
hsa-miR-215-5p,ZEB2,9839,22033272,miRTarBase,Experiment
hsa-miR-215-5p,PTPRT,11122,24434140,miRTarBase,-
hsa-miR-215-5p,RUNX1,861,26716895,miRTarBase,-
hsa-miR-215-5p,NID1,4811,25857602,miRTarBase,-
hsa-miR-215-5p,SIGLEC8,27181,28006787,miRTarBase,-
hsa-miR-215-5p,KDM1B,221656,26766590,miRTarBase,-
hsa-miR-21-5p,RASGRP1,10125,20483747,miRTarBase,-
hsa-miR-21-5p,CDC25A,993,23496142//25378484,miRTarBase,Experiment
hsa-miR-21-5p,BCL2,596,17072344//21376256//22710123//21468550//20048743//24606718//25327529,miRTarBase,Experiment
hsa-miR-21-5p,TM9SF3,56889,19253296,miRTarBase,-
hsa-miR-21-5p,RTN4,57142,19253296,miRTarBase,-
hsa-miR-21-5p,RPS7,6201,17968323,miRTarBase,-
hsa-miR-21-5p,PLOD3,8985,19253296,miRTarBase,Experiment
hsa-miR-21-5p,NCAPG,64151,19253296,miRTarBase,-
hsa-miR-21-5p,DERL1,79139,19253296,miRTarBase,Experiment
hsa-miR-21-5p,BASP1,10409,19253296,miRTarBase,-
hsa-miR-21-5p,JAG1,182,19398721//22618231,miRTarBase,Prediction
hsa-miR-21-5p,REST,5978,19242418,miRTarBase,-
hsa-miR-21-5p,SPRY2,10253,18508928//21278789//23239100//25728247,miRTarBase,-
hsa-miR-21-5p,TIMP3,7078,18591254//20346171//21820586//23504349//24574341,miRTarBase,Prediction
hsa-miR-21-5p,SOX5,6660,19013014,miRTarBase,-
hsa-miR-21-5p,MTAP,4507,19013014,miRTarBase,-
hsa-miR-21-5p,RECK,8434,20480266//18794849//18591254//20154725//22630347//23504349//24594117//23811941//23708209//26741162,miRTarBase,Experiment
hsa-miR-21-5p,FMOD,2331,19906824,miRTarBase,-
hsa-miR-21-5p,TGFBR2,7048,19906824//19816956//18829576//22072622//24037531//27388239,miRTarBase,-
hsa-miR-21-5p,PTEN,5728,19672202//19072831//19906824//18850008//20216554//20223231//20048743//20813833//19641183//19253296//17681183//16762633//20797623//20978511//21187093//21820606//22267008//22956424//22761812//22770403//22879939//23226804//21544242//24817011//23548551//23174819//23466500//24154840//24659669//22956257//24603539//24468088//24356956//23811941//24161401//23981302//23643356//23275230//23446999//23708209//25361012//26864640//26284486//26387848//27725205//26568302//26559642//28069514//26975392//27350731//27611950//26741162//25799148//24912785//28407783//26847601//25803229//27811366//27574331,miRTarBase,Experiment
hsa-miR-21-5p,E2F1,1869,19906824,miRTarBase,Experiment
hsa-miR-21-5p,TGFBI,7045,19136465,miRTarBase,Prediction
hsa-miR-21-5p,LRRFIP1,9208,19559015//24690174,miRTarBase,-
hsa-miR-21-5p,MARCKS,4082,19302977,miRTarBase,Experiment
hsa-miR-21-5p,TPM1,7168,17363372//18270520//19253296//21817107,miRTarBase,Experiment
hsa-miR-21-5p,NFIB,4781,18384814,miRTarBase,-
hsa-miR-21-5p,APAF1,317,18829576//27021436,miRTarBase,Experiment
hsa-miR-21-5p,BTG2,7832,19546886//23857284//24821435//23446999,miRTarBase,Experiment
hsa-miR-21-5p,PDCD4,27250,17968323//19672202//19509156//18372920//19682430//19906824//18270520//19013014//18850008//20143188//19836969//19419954//19133651//19264808//20056717//20831814//19641183//19253296//19276261//18829576//20533548//20978511//21469086//20219857//17991735//22766763//23548551//22212233//24659669//26028073//23811941//24732841//23827854//23824073//23417858//23708209//26367487//26864640//25994220//26387848//26320576//28069514//27876813//27240294,miRTarBase,Experiment
hsa-miR-21-5p,RHOB,388,20460403//21347332//21872591//23313253,miRTarBase,Experiment
hsa-miR-21-5p,SERPINB5,5268,18270520//19253296//21636785//20693317//26296971//27409165,miRTarBase,Experiment
hsa-miR-21-5p,BMPR2,659,19578724//18829576//22227207,miRTarBase,-
hsa-miR-21-5p,RASA1,5921,25663768//27876571,miRTarBase,-
hsa-miR-21-5p,TGIF1,7050,19906824,miRTarBase,-
hsa-miR-21-5p,ERBB2,2064,19419954,miRTarBase,Experiment
hsa-miR-21-5p,PCBP1,5093,22316494,miRTarBase,-
hsa-miR-21-5p,JMY,133746,18829576,miRTarBase,-
hsa-miR-21-5p,TOPORS,10210,18829576,miRTarBase,-
hsa-miR-21-5p,HNRNPK,3190,18829576,miRTarBase,-
hsa-miR-21-5p,DAXX,1616,18829576,miRTarBase,-
hsa-miR-21-5p,TP53BP2,7159,18829576,miRTarBase,-
hsa-miR-21-5p,TP63,8626,18829576,miRTarBase,Experiment
hsa-miR-21-5p,TGFBR3,7049,18829576,miRTarBase,-
hsa-miR-21-5p,PPIF,10105,18829576,miRTarBase,-
hsa-miR-21-5p,MSH2,4436,21078976//21047769//23861444//22806311,miRTarBase,Experiment
hsa-miR-21-5p,MSH6,2956,21078976,miRTarBase,-
hsa-miR-21-5p,TIAM1,7074,20826792//23442323,miRTarBase,Experiment
hsa-miR-21-5p,ISCU,23479,20480266,miRTarBase,-
hsa-miR-21-5p,MEF2C,4208,21170291,miRTarBase,-
hsa-miR-21-5p,EIF4A2,1974,21219636,miRTarBase,-
hsa-miR-21-5p,ANKRD46,157567,21219636,miRTarBase,-
hsa-miR-21-5p,EGFR,1956,20864407//20048743,miRTarBase,Experiment
hsa-miR-21-5p,IL1B,3553,21131358,miRTarBase,Prediction
hsa-miR-21-5p,ICAM1,3383,21131358,miRTarBase,Prediction
hsa-miR-21-5p,PLAT,5327,21131358,miRTarBase,-
hsa-miR-21-5p,CDK2AP1,8099,21328460,miRTarBase,-
hsa-miR-21-5p,CCL20,6364,22001440,miRTarBase,Prediction
hsa-miR-21-5p,SP1,6667,22034194,miRTarBase,Experiment
hsa-miR-21-5p,PIAS3,10401,22316494//23998932,miRTarBase,Prediction
hsa-miR-21-5p,DOCK4,9732,22158624,miRTarBase,Prediction
hsa-miR-21-5p,DOCK5,80005,22158624,miRTarBase,-
hsa-miR-21-5p,DOCK7,85440,22158624,miRTarBase,-
hsa-miR-21-5p,DUSP10,11221,22387553,miRTarBase,-
hsa-miR-21-5p,PPARA,5465,21636785//24012640//26338827,miRTarBase,Experiment
hsa-miR-21-5p,ANP32A,8125,21317927,miRTarBase,-
hsa-miR-21-5p,SMARCA4,6597,21317927,miRTarBase,-
hsa-miR-21-5p,NTF3,4908,22019057,miRTarBase,-
hsa-miR-21-5p,COL4A1,1282,22573493,miRTarBase,Prediction
hsa-miR-21-5p,FASLG,356,21820586//23177026//20371612//23504349//24821435//25118289,miRTarBase,-
hsa-miR-21-5p,SOD3,6649,22836756,miRTarBase,-
hsa-miR-21-5p,TCF21,6943,23206776,miRTarBase,-
hsa-miR-21-5p,SMAD7,4092,23292313//24887517//28192117//26575121,miRTarBase,-
hsa-miR-21-5p,SOX2,6657,26558781,miRTarBase,Experiment
hsa-miR-21-5p,VEGFA,7422,21544242,miRTarBase,Experiment
hsa-miR-21-5p,SERPINI1,5274,22464652,miRTarBase,-
hsa-miR-21-5p,DDAH1,23576,26455824//26741162,miRTarBase,-
hsa-miR-21-5p,TGFB2,7042,27388239,miRTarBase,-
hsa-miR-21-5p,PIK3R1,5295,26676464,miRTarBase,-
hsa-miR-21-5p,PTPN14,5784,25803229,miRTarBase,-
hsa-miR-21-5p,AKT2,208,20048743,miRTarBase,-
hsa-miR-21-5p,FBXO11,80204,25589783,miRTarBase,-
hsa-miR-21-5p,YOD1,55432,22227207,miRTarBase,-
hsa-miR-21-5p,STAT3,6774,20048743//26549725,miRTarBase,Experiment
hsa-miR-21-5p,BCL6,604,23416424,miRTarBase,-
hsa-miR-21-5p,SATB1,6304,22227207,miRTarBase,-
hsa-miR-21-5p,WWP1,11059,22227207,miRTarBase,-
hsa-miR-21-5p,SMN1,6606,23657402,miRTarBase,-
hsa-miR-21-5p,HPGD,3248,24699315,miRTarBase,-
hsa-miR-21-5p,MYD88,4615,23633945,miRTarBase,-
hsa-miR-21-5p,IRAK1,3654,23633945,miRTarBase,-
hsa-miR-21-5p,VHL,7428,24012640,miRTarBase,-
hsa-miR-21-5p,GDF5,8200,24577233,miRTarBase,-
hsa-miR-21-5p,MAP2K3,5606,24112539,miRTarBase,-
hsa-miR-21-5p,IL12A,3592,25327529//27571873,miRTarBase,-
hsa-miR-21-5p,NFIA,4774,24980967,miRTarBase,Experiment
hsa-miR-21-5p,SETD2,29072,24983504,miRTarBase,Experiment
hsa-miR-21-5p,CLU,1191,24327270,miRTarBase,-
hsa-miR-21-5p,TNFRSF10B,8795,25118289,miRTarBase,Experiment
hsa-miR-21-5p,IGF1R,3480,24161401,miRTarBase,Experiment
hsa-miR-21-5p,SIRT2,22933,24161395,miRTarBase,-
hsa-miR-21-5p,GAS5,60674,23933812,miRTarBase,Experiment
hsa-miR-21-5p,RHO,6010,23446999,miRTarBase,-
hsa-miR-21-5p,CBX4,8535,25327529,miRTarBase,-
hsa-miR-21-5p,CASC2,255082,25446261,miRTarBase,-
hsa-miR-21-5p,DNM1L,10059,28347692,miRTarBase,-
hsa-miR-21-5p,ICOSLG,23308,25327529,miRTarBase,-
hsa-miR-21-5p,TICAM2,353376,25327529,miRTarBase,-
hsa-miR-21-5p,UBE2N,7334,25327529,miRTarBase,-
hsa-miR-21-5p,BCL10,8915,25327529,miRTarBase,-
hsa-miR-21-5p,CEBPB,1051,25327529,miRTarBase,-
hsa-miR-21-5p,HMGB1,3146,25327529,miRTarBase,Experiment
hsa-miR-21-5p,TAP1,6890,25327529,miRTarBase,-
hsa-miR-21-5p,TLR3,7098,25327529,miRTarBase,-
hsa-miR-21-5p,NAV3,89795,25579119,miRTarBase,-
hsa-miR-21-5p,STUB1,10273,26841045,miRTarBase,Experiment
hsa-miR-21-5p,LRP6,4040,28337300,miRTarBase,-
hsa-miR-21-5p,EGLN1,54583,27030384,miRTarBase,Prediction
hsa-miR-21-5p,CADM1,23705,27055844,miRTarBase,-
hsa-miR-21-5p,PSMD9,5715,26500453,miRTarBase,Experiment
hsa-miR-21-5p,MT-CO2,4513,26604791,miRTarBase,Experiment
hsa-miR-21-5p,ABCB1,5243,27040946,miRTarBase,Experiment
hsa-miR-21-5p,FZD6,8323,27347343,miRTarBase,-
hsa-miR-21-5p,PCGF2,7703,27542229,miRTarBase,-
hsa-miR-21-5p,BMI1,648,27644439,miRTarBase,Experiment
hsa-miR-21-5p,SOCS6,9306,27811366,miRTarBase,Experiment
hsa-miR-21-5p,OXTR,5021,26273428,miRTarBase,-
hsa-miR-21-5p,MSLN,10232,28125734,miRTarBase,Prediction
hsa-miR-21-5p,Smad7,81516,26968995,miRTarBase,-
hsa-miR-21-5p,SOCS1,8651,27811366,miRTarBase,Experiment
hsa-miR-21-5p,FOXO1,2308,25909227,miRTarBase,-
hsa-miR-21-5p,CASP8,841,26080425,miRTarBase,-
hsa-miR-21-5p,TRAF7,84231,26080425,miRTarBase,-
hsa-miR-218-5p,LAMB3,3914,17998940//23483249//23159910,miRTarBase,-
hsa-miR-218-5p,LASP1,3927,20843712//24815849//27696291,miRTarBase,-
hsa-miR-218-5p,IKBKB,3551,20933503,miRTarBase,-
hsa-miR-218-5p,SP1,6667,19913496,miRTarBase,Experiment
hsa-miR-218-5p,VOPP1,81552,19890957//23243056,miRTarBase,-
hsa-miR-218-5p,BIRC5,332,21385904//26442524//25900794,miRTarBase,Experiment
hsa-miR-218-5p,GJA1,2697,21385904,miRTarBase,-
hsa-miR-218-5p,ROBO1,6091,21385904//20300657//28323002,miRTarBase,Prediction
hsa-miR-218-5p,RICTOR,253260,21795477//23212916,miRTarBase,-
hsa-miR-218-5p,SOST,50964,21501592//23060446//27738322,miRTarBase,-
hsa-miR-218-5p,SFRP2,6423,21501592//23060446//24091133//27738322,miRTarBase,Experiment
hsa-miR-218-5p,HOXB3,3213,22705304,miRTarBase,-
hsa-miR-218-5p,DKK2,27123,23060446//24091133,miRTarBase,-
hsa-miR-218-5p,TOB1,10140,23060446//26540468,miRTarBase,Experiment
hsa-miR-218-5p,CDK6,1021,23212916,miRTarBase,Experiment
hsa-miR-218-5p,BMI1,648,23255074//23950210//25999024,miRTarBase,Experiment
hsa-miR-218-5p,HMGB1,3146,24247270,miRTarBase,Experiment
hsa-miR-218-5p,LEF1,51176,22766851,miRTarBase,-
hsa-miR-218-5p,MITF,4286,24696000,miRTarBase,-
hsa-miR-218-5p,PDGFRA,5156,22995917,miRTarBase,-
hsa-miR-218-5p,GLI2,2736,25694126,miRTarBase,-
hsa-miR-218-5p,OTUD7B,56957,24501422,miRTarBase,-
hsa-miR-218-5p,RUNX2,860,23662917,miRTarBase,-
hsa-miR-218-5p,CDH2,1000,24705471,miRTarBase,-
hsa-miR-218-5p,TFF1,7031,25652124,miRTarBase,-
hsa-miR-218-5p,EGFR,1956,24368849//27057632,miRTarBase,Experiment
hsa-miR-218-5p,RET,5979,23022987,miRTarBase,-
hsa-miR-218-5p,SH3GL1,6455,23970061,miRTarBase,-
hsa-miR-218-5p,RPS6KA3,6197,25943352,miRTarBase,Prediction
hsa-miR-218-5p,LGR4,55366,26986507,miRTarBase,Experiment
hsa-miR-218-5p,POU2F2,5452,26019213,miRTarBase,-
hsa-miR-218-5p,SMO,6608,26261515,miRTarBase,-
hsa-miR-218-5p,E2F2,1870,26012781,miRTarBase,-
hsa-miR-218-5p,HMOX1,3162,26876575,miRTarBase,Experiment
hsa-miR-218-5p,WASF3,10810,27642088,miRTarBase,-
hsa-miR-218-5p,KIT,3815,28314168,miRTarBase,-
hsa-miR-218-5p,VPS51,738,28105117,miRTarBase,-
hsa-miR-218-5p,MMP2,4313,26133092,miRTarBase,-
hsa-miR-218-5p,RPS6KB1,6198,25943352,miRTarBase,Experiment
hsa-miR-218-5p,BCL9,607,27314976,miRTarBase,-
hsa-miR-219a-5p,CAMK2G,818,19196972,miRTarBase,Prediction
hsa-miR-219a-5p,GPC3,2719,22449976,miRTarBase,-
hsa-miR-219a-5p,EGFR,1956,23690991,miRTarBase,Experiment
hsa-miR-219a-5p,SALL4,57167,26238082,miRTarBase,Experiment
hsa-miR-219a-5p,P2RX5,5026,27983934,miRTarBase,-
hsa-miR-219a-5p,TBXT,6862,28105164,miRTarBase,-
hsa-miR-221-3p,CDKN1B,1027,17569667//19088079//18155131//17914108//18413744//19153141//19107213//19859555//18246122//19150885//18521080//18834855//18983236//19749093//18417445//20018759//19424584//17721077//17627278//18708351//24586944//25436097,miRTarBase,Experiment
hsa-miR-221-3p,BCL2L11,10018,26503209,miRTarBase,Experiment
hsa-miR-221-3p,BMF,90427,19671867,miRTarBase,-
hsa-miR-221-3p,FOXO3,2309,20388878,miRTarBase,Experiment
hsa-miR-221-3p,KIT,3815,19088079//19126397//18246122//18983236//18417445//16365291//20018759//16330772,miRTarBase,-
hsa-miR-221-3p,HOXB5,3215,18794255,miRTarBase,-
hsa-miR-221-3p,CDKN1C,1028,18521080//18413744//19153141//21278784//20018759,miRTarBase,Experiment
hsa-miR-221-3p,TMED7,51014,21226887//20018759,miRTarBase,-
hsa-miR-221-3p,DDIT4,54541,20018759,miRTarBase,-
hsa-miR-221-3p,BNIP3L,665,20018759,miRTarBase,-
hsa-miR-221-3p,TBK1,29110,20018759,miRTarBase,-
hsa-miR-221-3p,MYBL1,4603,20018759,miRTarBase,-
hsa-miR-221-3p,DKK2,27123,20018759//27501171,miRTarBase,-
hsa-miR-221-3p,CREBZF,58487,20018759,miRTarBase,-
hsa-miR-221-3p,BBC3,27113,20813046//21042732//22075712//26249174,miRTarBase,Experiment
hsa-miR-221-3p,TIMP3,7078,19962668//22009755//22681957,miRTarBase,Prediction
hsa-miR-221-3p,TNFSF10,8743,18246122,miRTarBase,Experiment
hsa-miR-221-3p,ICAM1,3383,20110463//28338009,miRTarBase,Prediction
hsa-miR-221-3p,FOS,2353,20299489//23400877,miRTarBase,Prediction
hsa-miR-221-3p,BNIP3,664,20018759,miRTarBase,Prediction
hsa-miR-221-3p,NAIP,4671,18759060,miRTarBase,-
hsa-miR-221-3p,ESR1,2099,18790736//26236014,miRTarBase,Experiment
hsa-miR-221-3p,TICAM1,148022,21236259,miRTarBase,-
hsa-miR-221-3p,PTEN,5728,20618998//19962668//23372675//24286315//27644883//26501139,miRTarBase,Experiment
hsa-miR-221-3p,CORO1A,11151,21226887,miRTarBase,Prediction
hsa-miR-221-3p,TCEAL1,9338,21226887,miRTarBase,Experiment
hsa-miR-221-3p,DIRAS3,9077,21071579//23801152,miRTarBase,-
hsa-miR-221-3p,ETS1,2113,21310411//27349463,miRTarBase,-
hsa-miR-221-3p,DICER1,23405,21761362,miRTarBase,-
hsa-miR-221-3p,TRPS1,7227,21673316,miRTarBase,-
hsa-miR-221-3p,CERS2,29956,22393241,miRTarBase,-
hsa-miR-221-3p,FMR1,2332,23390134,miRTarBase,-
hsa-miR-221-3p,DVL2,1856,21487968,miRTarBase,-
hsa-miR-221-3p,WEE1,7465,23630541,miRTarBase,Experiment
hsa-miR-221-3p,HECTD2,143279,23770851,miRTarBase,-
hsa-miR-221-3p,MEOX2,4223,20516212,miRTarBase,-
hsa-miR-221-3p,ZEB2,9839,20516212,miRTarBase,Experiment
hsa-miR-221-3p,GJA1,2697,22294051,miRTarBase,-
hsa-miR-221-3p,SSX2IP,117178,23776679,miRTarBase,-
hsa-miR-221-3p,ASZ1,136991,23579640,miRTarBase,-
hsa-miR-221-3p,RB1,5925,23630541,miRTarBase,-
hsa-miR-221-3p,APAF1,317,23630541//25586265,miRTarBase,Experiment
hsa-miR-221-3p,ANXA1,301,23630541,miRTarBase,Experiment
hsa-miR-221-3p,CTCF,10664,23630541,miRTarBase,-
hsa-miR-221-3p,RAB1A,5861,23770851,miRTarBase,-
hsa-miR-221-3p,RECK,8434,24269686//26364844,miRTarBase,Experiment
hsa-miR-221-3p,PAK1,5058,23333386,miRTarBase,-
hsa-miR-221-3p,RUNX1,861,24329418,miRTarBase,-
hsa-miR-221-3p,ARNT,405,24329418,miRTarBase,Experiment
hsa-miR-221-3p,MDM2,4193,24324033,miRTarBase,Experiment
hsa-miR-221-3p,PIK3R1,5295,24147037,miRTarBase,-
hsa-miR-221-3p,MMP2,4313,24147037,miRTarBase,-
hsa-miR-221-3p,ADAM1A,8759,24736554,miRTarBase,-
hsa-miR-221-3p,STAT5A,6776,24736554,miRTarBase,Experiment
hsa-miR-221-3p,MGMT,4255,24147153,miRTarBase,Experiment
hsa-miR-221-3p,SOCS3,9021,25019494,miRTarBase,Experiment
hsa-miR-221-3p,SOCS1,8651,25019494,miRTarBase,Experiment
hsa-miR-221-3p,RAD51,5888,24036252,miRTarBase,Experiment
hsa-miR-221-3p,STMN1,3925,25928257,miRTarBase,Experiment
hsa-miR-221-3p,ARF4,378,28057486//28025995,miRTarBase,-
hsa-miR-221-3p,CXCL12,6387,28236026,miRTarBase,-
hsa-miR-221-3p,ADAMTS6,11174,27542224,miRTarBase,-
hsa-miR-221-3p,BECN1,8678,27940575,miRTarBase,Experiment
hsa-miR-221-3p,GRB10,2887,26236014,miRTarBase,-
hsa-miR-221-3p,MBD2,8932,26788506,miRTarBase,-
hsa-miR-222-3p,STAT5A,6776,20489169//24736554,miRTarBase,Experiment
hsa-miR-222-3p,CDKN1B,1027,17569667//17914108//18413744//19153141//19107213//19859555//18417445//19150885//18983236//18246122//20018759//19424584//17721077//17627278//18708351//24137356,miRTarBase,Experiment
hsa-miR-222-3p,SOD2,6648,19487542,miRTarBase,Experiment
hsa-miR-222-3p,MMP1,4312,19487542,miRTarBase,Prediction
hsa-miR-222-3p,FOXO3,2309,20388878,miRTarBase,Experiment
hsa-miR-222-3p,CDKN1C,1028,18413744//19153141//19589872,miRTarBase,Experiment
hsa-miR-222-3p,KIT,3815,18417445//18246122//18983236//16365291//16330772//23969726,miRTarBase,-
hsa-miR-222-3p,TMED7,51014,21226887//20018759,miRTarBase,-
hsa-miR-222-3p,PPP2R2A,5520,20103675//21656127//26800397,miRTarBase,-
hsa-miR-222-3p,TIMP3,7078,19962668//22009755//22681957,miRTarBase,Prediction
hsa-miR-222-3p,TNFSF10,8743,18246122,miRTarBase,Experiment
hsa-miR-222-3p,FOS,2353,20299489//23400877,miRTarBase,Prediction
hsa-miR-222-3p,ICAM1,3383,28338009,miRTarBase,Prediction
hsa-miR-222-3p,ESR1,2099,18790736//24498137,miRTarBase,Experiment
hsa-miR-222-3p,BBC3,27113,20813046//21042732//22075712//24452416//26249174,miRTarBase,Experiment
hsa-miR-222-3p,PTEN,5728,20618998//19962668//23028614//23974492//23994196//27644883,miRTarBase,Experiment
hsa-miR-222-3p,ZNRD2,10534,26446789,miRTarBase,Experiment
hsa-miR-222-3p,CORO1A,11151,21226887,miRTarBase,Prediction
hsa-miR-222-3p,TCEAL1,9338,21226887,miRTarBase,Experiment
hsa-miR-222-3p,DIRAS3,9077,21071579,miRTarBase,-
hsa-miR-222-3p,ETS1,2113,21310411//23522449//21711453//25236949,miRTarBase,-
hsa-miR-222-3p,DICER1,23405,21761362,miRTarBase,-
hsa-miR-222-3p,RECK,8434,22321642//26364844,miRTarBase,Experiment
hsa-miR-222-3p,TRPS1,7227,21673316,miRTarBase,-
hsa-miR-222-3p,CERS2,29956,22393241,miRTarBase,-
hsa-miR-222-3p,GRB10,2887,26236014,miRTarBase,-
hsa-miR-222-3p,GJA1,2697,22294051,miRTarBase,-
hsa-miR-222-3p,SSX2IP,117178,23776679,miRTarBase,-
hsa-miR-222-3p,DKK2,27123,23587485,miRTarBase,-
hsa-miR-222-3p,ARID1A,8289,26909602,miRTarBase,Experiment
hsa-miR-222-3p,ADAM1A,8759,24736554,miRTarBase,-
hsa-miR-222-3p,MGMT,4255,24147153,miRTarBase,Experiment
hsa-miR-222-3p,VGLL4,9686,26045994,miRTarBase,-
hsa-miR-222-3p,GNAI3,2773,25444921,miRTarBase,-
hsa-miR-222-3p,GAS5,60674,26446789//26370254,miRTarBase,Experiment
hsa-miR-222-3p,PRDM1,639,26655851,miRTarBase,-
hsa-miR-222-3p,GNAI2,2771,27811362,miRTarBase,-
hsa-miR-222-3p,SMAD5,4090,26809090,miRTarBase,-
hsa-miR-222-3p,RUNX2,860,26809090,miRTarBase,-
hsa-miR-222-3p,ABCG2,9429,26517090,miRTarBase,Prediction
hsa-miR-222-3p,FOXO1,2308,27746366,miRTarBase,-
hsa-miR-222-3p,BMF,90427,26370254,miRTarBase,-
hsa-miR-222-3p,PLXNC1,10154,26370254,miRTarBase,-
hsa-miR-223-3p,MEF2C,4208,18278031,miRTarBase,-
hsa-miR-223-3p,STMN1,3925,18555017//22470493//23584479,miRTarBase,Experiment
hsa-miR-223-3p,LMO2,4005,19278969//19017354//28303002,miRTarBase,-
hsa-miR-223-3p,E2F1,1869,20029046,miRTarBase,Experiment
hsa-miR-223-3p,RHOB,388,19850724//22080513//27121304,miRTarBase,Experiment
hsa-miR-223-3p,NFIX,4784,19850724,miRTarBase,-
hsa-miR-223-3p,NFIA,4774,17996649//16325577,miRTarBase,Experiment
hsa-miR-223-3p,CHUK,1147,20711193,miRTarBase,Prediction
hsa-miR-223-3p,FBXW7,55294,22270966//24324762//25888377//25159729//28000896,miRTarBase,Experiment
hsa-miR-223-3p,IGF1R,3480,22073238//24307738//24816316//24324762,miRTarBase,Experiment
hsa-miR-223-3p,LIF,3976,22080513,miRTarBase,Experiment
hsa-miR-223-3p,SP3,6670,22080513,miRTarBase,-
hsa-miR-223-3p,EPB41L3,23136,21628394,miRTarBase,-
hsa-miR-223-3p,SLC2A4,6517,20080987,miRTarBase,-
hsa-miR-223-3p,ARTN,9048,21453483,miRTarBase,-
hsa-miR-223-3p,FOXO1,2308,22569260//24324762,miRTarBase,-
hsa-miR-223-3p,HSP90B1,7184,23208072//25880332,miRTarBase,Experiment
hsa-miR-223-3p,SCARB1,949,23459944,miRTarBase,-
hsa-miR-223-3p,PARP1,142,23757351,miRTarBase,Experiment
hsa-miR-223-3p,CDK2,1017,24137330,miRTarBase,Experiment
hsa-miR-223-3p,ECT2,1894,23601845,miRTarBase,Experiment
hsa-miR-223-3p,PTBP2,58155,23174904,miRTarBase,-
hsa-miR-223-3p,TAL1,6886,23857984,miRTarBase,-
hsa-miR-223-3p,ATM,472,24606854,miRTarBase,Experiment
hsa-miR-223-3p,CYB5A,1528,24078287,miRTarBase,-
hsa-miR-223-3p,TOX,9760,24304814,miRTarBase,-
hsa-miR-223-3p,PRDM1,639,24438193,miRTarBase,-
hsa-miR-223-3p,STAT5A,6776,24400121,miRTarBase,Experiment
hsa-miR-223-3p,CARM1,10498,24332853,miRTarBase,Experiment
hsa-miR-223-3p,POLR3G,10622,24324762,miRTarBase,-
hsa-miR-223-3p,FOXO3,2309,24324762,miRTarBase,Experiment
hsa-miR-223-3p,CDC27,996,24324762,miRTarBase,Experiment
hsa-miR-223-3p,SP1,6667,24324762,miRTarBase,Experiment
hsa-miR-223-3p,CCL3,6348,24084739,miRTarBase,Prediction
hsa-miR-223-3p,IL6,3569,24084739,miRTarBase,Experiment
hsa-miR-223-3p,CXCL2,2920,24084739,miRTarBase,-
hsa-miR-223-3p,ABCB1,5243,23925649,miRTarBase,Experiment
hsa-miR-223-3p,CAPRIN1,4076,23953883,miRTarBase,-
